respondent_id,survey_year,enterprise_ai_priority,genai_no_use,genai_free_personal,genai_paid_personal,genai_paid_by_company,genai_copilot,genai_question_available,genai_eligible
year_1_000064,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000065,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000066,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000067,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000068,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000069,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000070,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000071,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000072,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000073,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000074,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000075,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000076,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000077,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000078,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000079,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000080,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000081,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000082,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000083,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000084,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000085,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000086,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000087,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000088,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000089,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000090,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000091,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000092,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000093,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000094,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000095,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000096,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000097,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000098,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000099,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000100,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000101,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000102,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000103,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000104,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000105,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000106,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000107,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000108,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000109,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000110,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000111,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000112,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000113,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000114,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000115,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000116,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000117,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000118,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000119,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000120,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000121,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000122,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000123,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000124,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000125,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000126,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000127,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000128,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000129,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000130,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000131,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000132,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000133,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000134,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000135,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000136,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000137,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000138,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000139,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000140,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000141,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000142,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000143,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000144,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000145,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000146,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000147,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000148,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000149,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000150,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000151,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000152,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000153,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000154,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000155,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000156,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000157,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000158,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000159,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000160,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000161,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000162,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000163,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000164,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000165,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000166,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000167,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000168,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000169,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000170,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000171,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000172,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000173,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000174,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000175,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000176,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000177,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000178,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000179,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000180,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000181,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000182,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000183,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000184,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000185,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000186,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000187,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000188,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000189,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000190,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000191,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000192,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000193,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000194,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000195,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000196,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000197,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000198,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000199,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000200,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000201,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000202,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000203,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000204,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000205,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000206,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000207,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000208,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000209,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000210,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000211,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000212,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000213,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000214,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000215,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000216,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000217,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000218,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000219,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000220,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000221,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000222,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000223,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000224,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000225,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000226,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000227,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000228,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000229,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000230,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000231,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000232,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000233,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000234,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000235,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000236,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000237,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000238,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000239,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000240,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000241,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000242,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000243,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000244,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000245,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000246,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000247,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000248,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000249,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000250,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000251,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000252,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000253,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000254,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000255,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000256,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000257,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000258,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000259,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000260,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000261,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000262,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000263,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000264,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000265,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000266,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000267,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000268,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000269,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000270,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000271,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000272,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000273,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000274,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000275,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000276,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000277,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000278,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000279,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000280,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000281,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000282,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000283,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000284,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000285,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000286,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000287,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000288,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000289,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000290,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000291,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000292,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000293,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000294,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000295,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000296,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000297,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000298,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000299,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000300,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000301,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000302,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000303,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000304,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000305,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000306,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000307,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000308,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000309,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000310,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000311,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000312,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000313,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000314,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000315,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000316,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000317,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000318,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000319,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000320,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000321,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000322,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000323,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000324,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000325,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000326,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000327,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000328,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000329,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000330,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000331,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000332,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000333,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000334,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000335,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000336,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000337,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000338,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000339,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000340,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000341,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000342,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000343,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000344,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000345,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000346,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000347,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000348,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000349,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000350,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000351,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000352,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000353,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000354,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000355,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000356,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000357,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000358,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000359,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000360,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000361,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000362,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000363,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000364,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000365,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000366,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000367,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000368,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000369,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000370,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000371,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000372,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000373,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000374,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000375,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000376,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000377,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000378,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000379,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000380,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000381,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000382,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000383,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000384,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000385,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000386,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000387,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000388,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000389,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000390,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000391,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000392,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000393,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000394,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000395,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000396,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000397,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000398,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000399,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000400,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000401,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000402,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000403,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000404,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000405,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000406,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000407,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000408,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000409,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000410,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000411,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000412,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000413,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000414,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000415,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000416,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000417,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000418,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000419,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000420,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000421,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000422,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000423,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000424,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000425,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000426,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000427,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000428,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000429,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000430,year_1,NOT_AVAILABLE,,,,,,False,False
year_1_000431,year_1,NOT_AVAILABLE,,,,,,False,False
